time,ecg_signal
12.23681926727295,2.920990338443558
12.23766040802002,2.9227009919525377
12.23850154876709,2.9237828163841746
12.239354848861694,2.9251215368654178
12.240197896957397,2.92505537570183
12.24103832244873,2.928314558066673
12.241878509521484,2.93002163529654
12.242717504501343,2.931363336010377
12.243568658828735,2.931903950202936
12.244415044784546,2.933035246495634
12.24525499343872,2.9331771055671103
12.246092796325684,2.9346278827938894
12.246958255767822,2.9354206246639043
12.247802019119263,2.9298821604111387
12.248642683029175,2.929955474132952
12.249481201171875,2.9359946174615166
12.25032091140747,2.936878554448909
12.251209020614624,2.936972133752362
12.252049207687378,2.9369637891010987
12.252888202667236,2.9380706474865255
12.253729104995728,2.929849973899123
12.254567384719849,2.929740897386181
12.255417346954346,2.92994653343517
12.256257772445679,2.939129226103929
12.257101774215698,2.939302675640902
12.257940769195557,2.939517252387673
12.25878095626831,2.938680999121785
12.25965404510498,2.9298863327367703
12.260502815246582,2.939380161688347
12.261348009109497,2.9392788337801496
12.262190341949463,2.9389092849384886
12.26304316520691,2.9393265175016543
12.263888597488403,2.9297081148276467
12.264729261398315,2.939082138428943
12.265568017959595,2.937919251670748
12.266404390335083,2.9386452363306566
12.267255306243896,2.9369453116590156
12.2680983543396,2.9370478316602506
12.268937587738037,2.936179987928866
12.269777297973633,2.9349479597744894
12.270618677139282,2.936077467927631
12.271470069885254,2.929768911572565
12.272310733795166,2.934850208145405
12.273150444030762,2.934399000930667
12.273988008499146,2.9350063723333326
12.274826049804688,2.9298416292478597
12.275715351104736,2.929887524829808
12.276558637619019,2.929695001804233
12.277398109436035,2.9334846655708153
12.27823781967163,2.932171575089881
12.27908992767334,2.9315195001983048
12.27993130683899,2.9310951150769133
12.28076982498169,2.929830900410521
12.281609296798706,2.9280397806215026
12.282448291778564,2.9267451675826512
12.28329873085022,2.9249886184917235
12.284141302108765,2.92332505265773
12.284985780715942,2.9223379996225836
12.285823822021484,2.9211125279799135
12.286694526672363,2.9203883314595616
12.287550926208496,2.9189309977210756
12.288390874862671,2.919404854703528
12.289233446121216,2.919168224235561
12.29007077217102,2.9182228944567314
12.290926218032837,2.9152492183743974
12.291781425476074,2.913721551146692
12.292620182037354,2.912761320204892
12.293460130691528,2.912429322293916
12.294300556182861,2.911258090884458
12.295149803161621,2.9101863992436408
12.296017169952393,2.890749918311825
12.296862602233887,2.9084000478267726
12.29770278930664,2.9074100145590323
12.298542499542236,2.9054764396520185
12.299393653869629,2.8908321727314203
12.300239324569702,2.9019621493771255
12.301082372665405,2.9016271712335553
12.301919937133789,2.900503027499083
12.302759885787964,2.900162088890325
12.303611516952515,2.900207388425754
12.304457187652588,2.8996155142325777
12.305299758911133,2.8978822109558835
12.306138277053833,2.89073740133493
12.30700135231018,2.896195995354175
12.307844400405884,2.8908786643598874
12.308685064315796,2.895087348829192
12.309525966644287,2.895311462320264
12.310363054275513,2.8940818183519625
12.311214208602905,2.894236194400334
12.312056064605713,2.8929976097342505
12.312894105911255,2.8925994506596866
12.313730955123901,2.8913668264587913
12.314567565917969,2.8908291924988263
12.315419912338257,2.8881028757217972
12.316261053085327,2.888183938048355
12.317098379135132,2.886789785240863
12.31793737411499,2.8868630989626762
12.318778276443481,2.886559711284603
12.319644212722778,2.886257515699567
12.320502996444702,2.8846553426570107
12.321342706680298,2.884442554049796
12.32218074798584,2.8839502196252607
12.323030948638916,2.8821239330916324
12.32387375831604,2.882103071463474
12.324712753295898,2.8816923954120153
12.325551986694336,2.881012306334055
12.326389789581299,2.8809699870312198
12.327238082885742,2.8804019546987956
12.328076839447021,2.8804216242339162
12.328915119171143,2.879647955852503
12.329753875732422,2.878946409099866
12.330595016479492,2.8774282786164616
12.331443786621094,2.875923261156471
12.332286834716797,2.8750953525418463
12.333125352859497,2.874021872761473
12.333962678909302,2.8732327071705708
12.334799528121948,2.888215528513852
12.335646867752075,2.8716949071520457
12.336489200592041,2.871455296451485
12.337327241897583,2.8707668627222613
12.338165521621704,2.8688094459544953
12.339032888412476,2.868643148975748
12.33987307548523,2.8683266482742606
12.340708255767822,2.868272408041049
12.341545343399048,2.8672925075641285
12.342384815216064,2.851643902259338
12.343241453170776,2.865295751726121
12.344084739685059,2.851859075052628
12.344954252243042,2.8640267686875784
12.345792770385742,2.8630784586761546
12.346630334854126,2.861654503542722
12.34747838973999,2.861231310514368
12.34831953048706,2.861305816329219
12.34915804862976,2.858952624672964
12.349995851516724,2.851775032493476
12.350833415985107,2.8555670804461335
12.351683855056763,2.8548309629954054
12.352526903152466,2.854214054848439
12.35336685180664,2.8517422499349414
12.35420536994934,2.852295977150914
12.355058431625366,2.851711851562482
12.355903625488281,2.8507194341086666
12.35674500465393,2.850445252710015
12.35758352279663,2.8494993268846662
12.358420610427856,2.850336176197073
12.359270334243774,2.849278789672707
12.360111951828003,2.847393494533717
12.360953330993652,2.846349817079284
12.361793041229248,2.8453067356713695
12.36263656616211,2.844944339387934
12.363486528396606,2.8440800719356623
12.364327907562256,2.8431031516913357
12.36516785621643,2.842136364237829
12.366004943847656,2.8468385752247065
12.366862535476685,2.834458092982542
12.367743253707886,2.8347948592656684
12.36863398551941,2.8352240127592103
12.369475364685059,2.8347233336834115
12.370315074920654,2.83227358249111
12.371164798736572,2.832928041568761
12.372005939483643,2.8323558369107054
12.372847318649292,2.8321782150481005
12.373685836791992,2.8316322364368722
12.374523639678955,2.831256727130023
12.375375032424927,2.8292921578040313
12.37621784210205,2.8294185196660186
12.37705659866333,2.8287473712858406
12.377897024154663,2.8289619480326116
12.378738164901733,2.82790217732217
12.379621505737305,2.812729813185908
12.380471229553223,2.827899197089576
12.381312847137451,2.8269073756822793
12.382150650024414,2.826803067541488
12.38301134109497,2.825765350552243
12.383851289749146,2.8243342428605844
12.384689569473267,2.8231814888932094
12.385526418685913,2.8126344457428987
12.38636302947998,2.8233245400577234
12.387216091156006,2.81253371388122
12.388059139251709,2.8224859026057603
12.38890266418457,2.8234663991291997
12.389741897583008,2.8235629586652466
12.390580892562866,2.827263215454008
12.391435384750366,2.827188709639157
12.392281293869019,2.823114135636584
12.39315390586853,2.8233340768020243
12.394010305404663,2.819777467224296
12.394910335540771,2.817983963249202
12.395784616470337,2.8126934543482607
12.396631479263306,2.820242979555485
12.397475242614746,2.8203747058361417
12.398315668106079,2.820731141654389
12.399169206619263,2.8125134482995806
12.400012969970703,2.819857933504335
12.400856256484985,2.8207144523518624
12.401698350906372,2.820753195375585
12.402535438537598,2.822483518419685
12.403387069702148,2.821312287010227
12.404226303100586,2.8229049233084824
12.405064821243286,2.8127941862099393
12.40590238571167,2.8243926554194276
12.406740665435791,2.8248158484477814
12.407597064971924,2.824612000538349
12.408441305160522,2.8246114044918302
12.409281015396118,2.8298011815310935
12.410119771957397,2.827141025917652
12.410979509353638,2.8252038747315256
12.41182279586792,2.8268513473095114
12.412698030471802,2.8279629740670886
12.41353464126587,2.827219704058135
12.41437292098999,2.8284362350030228
12.41522765159607,2.828064301975286
12.416069507598877,2.8293034826878887
12.416908502578735,2.8297171389719415
12.417746305465698,2.83004794478988
12.418582677841187,2.830197552466101
12.419432163238525,2.82926771989676
12.420272588729858,2.8299346959513065
12.421115398406982,2.829820851066214
12.421953678131104,2.8302392757224175
12.422791004180908,2.812571860858424
12.42363953590393,2.8318182029507404
12.424482107162476,2.831818798997259
12.425322771072388,2.8326622048213728
12.426161050796509,2.8321525850477918
12.427034139633179,2.8127786890004502
12.427880048751831,2.8314814366676138
12.428719758987427,2.8309008873582946
12.429558277130127,2.831719855275137
12.430399417877197,2.8317097224843173
12.431251525878906,2.832052449232632
12.432093620300293,2.8306708134020346
12.432936191558838,2.8303733861891494
12.433773756027222,2.830887178288362
12.434611082077026,2.812685705743516
12.435466527938843,2.829364279432807
12.436310291290283,2.8297427689722503
12.437195062637329,2.8317872085317624
12.438035726547241,2.8317121066703925
12.438875913619995,2.8125051036483173
12.439746379852295,2.8314021624806123
12.440587997436523,2.831415275504026
12.441427230834961,2.8323176899335016
12.442264795303345,2.8126946464412983
12.443117141723633,2.8313354052705058
12.443959951400757,2.8320780792329407
12.444798707962036,2.832242588072132
12.445638179779053,2.832794527148548
12.44647765159607,2.833714822973588
12.447326421737671,2.834472398098993
12.448169469833374,2.8321883478389203
12.449007034301758,2.834044436698489
12.449846744537354,2.846958380574987
12.450685977935791,2.8337136308805504
12.451534986495972,2.8321370878383028
12.452372550964355,2.8321603336525363
12.453209638595581,2.8328028717998115
12.454047203063965,2.8338531057659515
12.45490574836731,2.8468332108060372
12.455758094787598,2.8337100546014375
12.456600904464722,2.8350642722921697
12.457460403442383,2.8350738090364707
12.458297491073608,2.836984138129251
12.459145545959473,2.836495379983828
12.459986925125122,2.837798337673943
12.460826635360718,2.8390238093166125
12.461671352386475,2.838801483965097
12.462509870529175,2.841865163071771
12.46336030960083,2.8409722853865964
12.46419906616211,2.8411308337605994
12.465037822723389,2.8413352777165506
